Date,Actual,Predicted,all_dates,dates,real_dates
2014-11-13,374.004,379.245,2014-11-13,2014-11-13,
2014-11-14,374.003,380.165,2014-11-14,2014-11-14,
2014-11-15,374.005,379.528,2014-11-15,2014-11-15,
2014-11-16,374.010,379.055,2014-11-16,2014-11-16,
2014-11-17,374.018,379.087,2014-11-17,2014-11-17,
2014-11-18,374.029,380.079,2014-11-18,2014-11-18,
2014-11-19,374.044,379.003,2014-11-19,2014-11-19,
2014-11-20,374.061,380.062,2014-11-20,2014-11-20,
2014-11-21,374.082,379.160,2014-11-21,2014-11-21,
2014-11-22,374.106,380.027,2014-11-22,2014-11-22,
2014-11-23,374.133,379.449,2014-11-23,2014-11-23,
2014-11-24,374.164,380.374,2014-11-24,2014-11-24,
2014-11-25,374.199,379.207,2014-11-25,2014-11-25,
2014-11-26,374.236,380.389,2014-11-26,2014-11-26,
2014-11-27,374.278,379.440,2014-11-27,2014-11-27,
2014-11-28,374.323,380.350,2014-11-28,2014-11-28,
2014-11-29,374.372,379.256,2014-11-29,2014-11-29,
2014-11-30,374.424,380.000,2014-11-30,2014-11-30,
2014-12-01,374.480,380.187,2014-12-01,2014-12-01,
2014-12-02,374.540,380.037,2014-12-02,2014-12-02,
2014-12-03,374.603,380.083,2014-12-03,2014-12-03,
2014-12-04,374.670,380.425,2014-12-04,2014-12-04,
2014-12-05,374.741,380.208,2014-12-05,2014-12-05,
2014-12-06,374.815,379.560,2014-12-06,2014-12-06,
2014-12-07,374.893,380.429,2014-12-07,2014-12-07,
2014-12-08,374.975,380.325,2014-12-08,2014-12-08,
2014-12-09,375.061,380.639,2014-12-09,2014-12-09,
2014-12-10,375.150,380.624,2014-12-10,2014-12-10,
2014-12-11,375.242,380.856,2014-12-11,2014-12-11,
2014-12-12,375.338,380.792,2014-12-12,2014-12-12,
2014-12-13,375.438,380.944,2014-12-13,2014-12-13,
2014-12-14,375.541,381.026,2014-12-14,2014-12-14,
2014-12-15,375.647,380.972,2014-12-15,2014-12-15,
2014-12-16,375.757,381.028,2014-12-16,2014-12-16,
2014-12-17,375.870,383.309,2014-12-17,2014-12-17,
2014-12-18,375.987,381.301,2014-12-18,2014-12-18,
2014-12-19,376.107,383.042,2014-12-19,2014-12-19,
2014-12-20,376.230,381.377,2014-12-20,2014-12-20,
2014-12-21,376.356,382.837,2014-12-21,2014-12-21,
2014-12-22,376.485,382.046,2014-12-22,2014-12-22,
2014-12-23,376.617,382.932,2014-12-23,2014-12-23,
2014-12-24,376.753,382.676,2014-12-24,2014-12-24,
2014-12-25,376.891,388.082,2014-12-25,2014-12-25,
2014-12-26,377.032,383.607,2014-12-26,2014-12-26,
2014-12-27,377.176,388.463,2014-12-27,2014-12-27,
2014-12-28,377.323,388.166,2014-12-28,2014-12-28,
2014-12-29,377.473,388.223,2014-12-29,2014-12-29,
2014-12-30,377.626,391.140,2014-12-30,2014-12-30,
2014-12-31,377.781,392.067,2014-12-31,2014-12-31,
2015-01-01,377.939,390.972,2015-01-01,2015-01-01,
2015-01-02,378.099,391.099,2015-01-02,2015-01-02,
2015-01-03,378.262,389.440,2015-01-03,2015-01-03,
2015-01-04,378.427,391.402,2015-01-04,2015-01-04,
2015-01-05,378.595,390.222,2015-01-05,2015-01-05,
2015-01-06,378.765,391.013,2015-01-06,2015-01-06,
2015-01-07,378.938,389.499,2015-01-07,2015-01-07,
2015-01-08,379.113,388.750,2015-01-08,2015-01-08,
2015-01-09,379.290,388.281,2015-01-09,2015-01-09,
2015-01-10,379.469,388.571,2015-01-10,2015-01-10,
2015-01-11,379.651,388.231,2015-01-11,2015-01-11,
2015-01-12,379.834,388.203,2015-01-12,2015-01-12,
2015-01-13,380.020,388.232,2015-01-13,2015-01-13,
2015-01-14,380.208,388.532,2015-01-14,2015-01-14,
2015-01-15,380.398,388.621,2015-01-15,2015-01-15,
2015-01-16,380.589,388.191,2015-01-16,2015-01-16,
2015-01-17,380.782,387.964,2015-01-17,2015-01-17,
2015-01-18,380.978,387.922,2015-01-18,2015-01-18,
2015-01-19,381.174,387.547,2015-01-19,2015-01-19,
2015-01-20,381.372,387.644,2015-01-20,2015-01-20,
2015-01-21,381.572,388.695,2015-01-21,2015-01-21,
2015-01-22,381.773,388.591,2015-01-22,2015-01-22,
2015-01-23,381.975,391.528,2015-01-23,2015-01-23,
2015-01-24,382.178,390.956,2015-01-24,2015-01-24,
2015-01-25,382.382,390.090,2015-01-25,2015-01-25,
2015-01-26,382.586,389.139,2015-01-26,2015-01-26,
2015-01-27,382.791,390.626,2015-01-27,2015-01-27,
2015-01-28,382.997,389.342,2015-01-28,2015-01-28,
2015-01-29,383.203,392.149,2015-01-29,2015-01-29,
2015-01-30,383.409,392.156,2015-01-30,2015-01-30,
2015-01-31,383.615,392.968,2015-01-31,2015-01-31,
2015-02-01,383.822,393.383,2015-02-01,2015-02-01,
2015-02-02,384.029,394.243,2015-02-02,2015-02-02,
2015-02-03,384.235,392.870,2015-02-03,2015-02-03,
2015-02-04,384.442,394.251,2015-02-04,2015-02-04,
2015-02-05,384.648,391.688,2015-02-05,2015-02-05,
2015-02-06,384.855,394.317,2015-02-06,2015-02-06,
2015-02-07,385.061,391.864,2015-02-07,2015-02-07,
2015-02-08,385.267,393.694,2015-02-08,2015-02-08,
2015-02-09,385.473,391.698,2015-02-09,2015-02-09,
2015-02-10,385.679,393.794,2015-02-10,2015-02-10,
2015-02-11,385.885,392.974,2015-02-11,2015-02-11,
2015-02-12,386.090,392.298,2015-02-12,2015-02-12,
2015-02-13,386.294,391.492,2015-02-13,2015-02-13,
2015-02-14,386.498,388.864,2015-02-14,2015-02-14,
2015-02-15,386.702,388.762,2015-02-15,2015-02-15,
2015-02-16,386.905,389.253,2015-02-16,2015-02-16,
2015-02-17,387.107,388.468,2015-02-17,2015-02-17,
2015-02-18,387.309,387.606,2015-02-18,2015-02-18,
2015-02-19,387.509,387.203,2015-02-19,2015-02-19,
2015-02-20,387.709,386.709,2015-02-20,2015-02-20,
2015-02-21,387.907,386.863,2015-02-21,2015-02-21,
2015-02-22,388.104,386.259,2015-02-22,2015-02-22,
2015-02-23,388.299,387.451,2015-02-23,2015-02-23,
2015-02-24,388.493,386.642,2015-02-24,2015-02-24,
2015-02-25,388.685,387.562,2015-02-25,2015-02-25,
2015-02-26,388.875,387.170,2015-02-26,2015-02-26,
2015-02-27,389.064,387.058,2015-02-27,2015-02-27,
2015-02-28,389.250,386.809,2015-02-28,2015-02-28,
2015-03-01,389.433,387.896,2015-03-01,2015-03-01,
2015-03-02,389.615,387.995,2015-03-02,2015-03-02,
2015-03-03,389.793,389.697,2015-03-03,2015-03-03,
2015-03-04,389.969,390.210,2015-03-04,2015-03-04,
2015-03-05,390.142,391.227,2015-03-05,2015-03-05,
2015-03-06,390.312,390.598,2015-03-06,2015-03-06,
2015-03-07,390.479,392.874,2015-03-07,2015-03-07,
2015-03-08,390.643,393.452,2015-03-08,2015-03-08,
2015-03-09,390.803,393.092,2015-03-09,2015-03-09,
2015-03-10,390.959,391.606,2015-03-10,2015-03-10,
2015-03-11,391.111,390.591,2015-03-11,2015-03-11,
2015-03-12,391.260,387.671,2015-03-12,2015-03-12,
2015-03-13,391.404,387.575,2015-03-13,2015-03-13,
2015-03-14,391.544,387.655,2015-03-14,2015-03-14,
2015-03-15,391.680,387.817,2015-03-15,2015-03-15,
2015-03-16,391.811,386.813,2015-03-16,2015-03-16,
2015-03-17,391.938,385.736,2015-03-17,2015-03-17,
2015-03-18,392.059,385.683,2015-03-18,2015-03-18,
2015-03-19,392.175,385.732,2015-03-19,2015-03-19,
2015-03-20,392.286,385.905,2015-03-20,2015-03-20,
2015-03-21,392.392,385.833,2015-03-21,2015-03-21,
2015-03-22,392.492,386.398,2015-03-22,2015-03-22,
2015-03-23,392.586,386.231,2015-03-23,2015-03-23,
2015-03-24,392.674,386.620,2015-03-24,2015-03-24,
2015-03-25,392.757,386.404,2015-03-25,2015-03-25,
2015-03-26,392.832,386.294,2015-03-26,2015-03-26,
2015-03-27,392.902,386.895,2015-03-27,2015-03-27,
2015-03-28,392.965,387.321,2015-03-28,2015-03-28,
2015-03-29,393.020,387.962,2015-03-29,2015-03-29,
2015-03-30,393.069,388.649,2015-03-30,2015-03-30,
2015-03-31,393.111,390.215,2015-03-31,2015-03-31,
2015-04-01,393.145,392.292,2015-04-01,2015-04-01,
2015-04-02,393.172,393.383,2015-04-02,2015-04-02,
2015-04-03,393.191,394.613,2015-04-03,2015-04-03,
2015-04-04,393.203,393.509,2015-04-04,2015-04-04,
2015-04-05,393.206,394.097,2015-04-05,2015-04-05,
2015-04-06,393.201,393.437,2015-04-06,2015-04-06,
2015-04-07,393.187,393.267,2015-04-07,2015-04-07,
2015-04-08,393.166,392.096,2015-04-08,2015-04-08,
2015-04-09,393.135,391.427,2015-04-09,2015-04-09,
2015-04-10,393.096,389.277,2015-04-10,2015-04-10,
2015-04-11,393.047,390.598,2015-04-11,2015-04-11,
2015-04-12,392.990,389.593,2015-04-12,2015-04-12,
2015-04-13,392.923,390.086,2015-04-13,2015-04-13,
2015-04-14,392.847,386.848,2015-04-14,2015-04-14,
2015-04-15,392.762,388.890,2015-04-15,2015-04-15,
2015-04-16,392.667,386.865,2015-04-16,2015-04-16,
2015-04-17,392.562,389.440,2015-04-17,2015-04-17,
2015-04-18,392.448,387.530,2015-04-18,2015-04-18,
2015-04-19,392.324,389.718,2015-04-19,2015-04-19,
2015-04-20,392.190,388.775,2015-04-20,2015-04-20,
2015-04-21,392.046,389.524,2015-04-21,2015-04-21,
2015-04-22,391.892,389.218,2015-04-22,2015-04-22,
2015-04-23,391.728,390.003,2015-04-23,2015-04-23,
2015-04-24,391.554,388.058,2015-04-24,2015-04-24,
2015-04-25,391.370,388.475,2015-04-25,2015-04-25,
2015-04-26,391.177,387.182,2015-04-26,2015-04-26,
2015-04-27,390.973,386.851,2015-04-27,2015-04-27,
2015-04-28,390.760,386.158,2015-04-28,2015-04-28,
2015-04-29,390.537,385.209,2015-04-29,2015-04-29,
2015-04-30,390.304,383.729,2015-04-30,2015-04-30,
2015-05-01,390.061,383.835,2015-05-01,2015-05-01,
2015-05-02,389.809,383.823,2015-05-02,2015-05-02,
2015-05-03,389.548,383.774,2015-05-03,2015-05-03,
2015-05-04,389.278,383.729,2015-05-04,2015-05-04,
2015-05-05,388.998,384.220,2015-05-05,2015-05-05,
2015-05-06,388.709,383.930,2015-05-06,2015-05-06,
2015-05-07,388.412,384.848,2015-05-07,2015-05-07,
2015-05-08,388.106,383.948,2015-05-08,2015-05-08,
2015-05-09,387.792,384.051,2015-05-09,2015-05-09,
2015-05-10,387.469,383.379,2015-05-10,2015-05-10,
2015-05-11,387.139,383.494,2015-05-11,2015-05-11,
2015-05-12,386.801,382.912,2015-05-12,2015-05-12,
2015-05-13,386.455,382.315,2015-05-13,2015-05-13,
2015-05-14,386.102,381.183,2015-05-14,2015-05-14,
2015-05-15,385.743,381.347,2015-05-15,2015-05-15,
2015-05-16,385.376,381.180,2015-05-16,2015-05-16,
2015-05-17,385.004,381.134,2015-05-17,2015-05-17,
2015-05-18,384.625,381.195,2015-05-18,2015-05-18,
2015-05-19,384.241,381.463,2015-05-19,2015-05-19,
2015-05-20,383.852,380.924,2015-05-20,2015-05-20,
2015-05-21,383.457,380.930,2015-05-21,2015-05-21,
2015-05-22,383.058,380.332,2015-05-22,2015-05-22,
2015-05-23,382.655,380.282,2015-05-23,2015-05-23,
2015-05-24,382.247,380.100,2015-05-24,2015-05-24,
2015-05-25,381.836,380.289,2015-05-25,2015-05-25,
2015-05-26,381.423,379.922,2015-05-26,2015-05-26,
2015-05-27,381.006,380.207,2015-05-27,2015-05-27,
2015-05-28,380.587,379.910,2015-05-28,2015-05-28,
2015-05-29,380.167,380.131,2015-05-29,2015-05-29,
2015-05-30,379.744,380.049,2015-05-30,2015-05-30,
2015-05-31,379.321,380.130,2015-05-31,2015-05-31,
2015-06-01,378.898,380.091,2015-06-01,2015-06-01,
2015-06-02,378.474,380.232,2015-06-02,2015-06-02,
2015-06-03,378.051,380.129,2015-06-03,2015-06-03,
2015-06-04,377.629,380.100,2015-06-04,2015-06-04,
2015-06-05,377.208,379.817,2015-06-05,2015-06-05,
2015-06-06,376.789,380.098,2015-06-06,2015-06-06,
2015-06-07,376.372,379.918,2015-06-07,2015-06-07,
2015-06-08,375.958,380.141,2015-06-08,2015-06-08,
2015-06-09,375.547,379.907,2015-06-09,2015-06-09,
2015-06-10,375.140,380.105,2015-06-10,2015-06-10,
2015-06-11,374.737,379.783,2015-06-11,2015-06-11,
2015-06-12,374.338,380.082,2015-06-12,2015-06-12,
2015-06-13,373.945,379.872,2015-06-13,2015-06-13,
2015-06-14,373.557,380.016,2015-06-14,2015-06-14,
2015-06-15,373.175,379.952,2015-06-15,2015-06-15,
2015-06-16,372.798,380.052,2015-06-16,2015-06-16,
2015-06-17,372.429,379.986,2015-06-17,2015-06-17,
2015-06-18,372.066,380.068,2015-06-18,2015-06-18,
2015-06-19,371.711,380.002,2015-06-19,2015-06-19,
2015-06-20,371.363,380.045,2015-06-20,2015-06-20,
2015-06-21,371.023,379.993,2015-06-21,2015-06-21,
2015-06-22,370.691,380.038,2015-06-22,2015-06-22,
2015-06-23,370.368,379.905,2015-06-23,2015-06-23,
2015-06-24,370.053,380.030,2015-06-24,2015-06-24,
2015-06-25,369.747,379.915,2015-06-25,2015-06-25,
2015-06-26,369.450,380.057,2015-06-26,2015-06-26,
2015-06-27,369.162,379.589,2015-06-27,2015-06-27,
2015-06-28,368.884,380.004,2015-06-28,2015-06-28,
2015-06-29,368.615,379.561,2015-06-29,2015-06-29,
2015-06-30,368.356,379.725,2015-06-30,2015-06-30,
2015-07-01,368.106,379.546,2015-07-01,2015-07-01,
2015-07-02,367.867,379.808,2015-07-02,2015-07-02,
2015-07-03,367.637,379.736,2015-07-03,2015-07-03,
2015-07-04,367.418,379.764,2015-07-04,2015-07-04,
2015-07-05,367.209,379.762,2015-07-05,2015-07-05,
2015-07-06,367.010,379.794,2015-07-06,2015-07-06,
2015-07-07,366.822,379.710,2015-07-07,2015-07-07,
2015-07-08,366.644,379.719,2015-07-08,2015-07-08,
2015-07-09,366.476,379.720,2015-07-09,2015-07-09,
2015-07-10,366.319,379.601,2015-07-10,2015-07-10,
2015-07-11,366.172,379.434,2015-07-11,2015-07-11,
2015-07-12,366.036,379.589,2015-07-12,2015-07-12,
2015-07-13,365.910,379.805,2015-07-13,2015-07-13,
2015-07-14,365.794,379.534,2015-07-14,2015-07-14,
2015-07-15,365.688,379.862,2015-07-15,2015-07-15,
2015-07-16,365.593,379.870,2015-07-16,2015-07-16,
2015-07-17,365.508,379.771,2015-07-17,2015-07-17,
2015-07-18,365.433,379.914,2015-07-18,2015-07-18,
2015-07-19,365.368,379.261,2015-07-19,2015-07-19,
2015-07-20,365.313,378.164,2015-07-20,2015-07-20,
2015-07-21,365.268,379.108,2015-07-21,2015-07-21,
2015-07-22,365.232,378.094,2015-07-22,2015-07-22,
2015-07-23,365.206,379.155,2015-07-23,2015-07-23,
2015-07-24,365.190,377.928,2015-07-24,2015-07-24,
2015-07-25,365.182,379.100,2015-07-25,2015-07-25,
2015-07-26,365.184,378.075,2015-07-26,2015-07-26,
2015-07-27,365.195,377.350,2015-07-27,2015-07-27,
2015-07-28,365.214,378.145,2015-07-28,2015-07-28,
2015-07-29,365.242,378.391,2015-07-29,2015-07-29,
2015-07-30,365.278,378.187,2015-07-30,2015-07-30,
2015-07-31,365.323,379.107,2015-07-31,2015-07-31,
2015-08-01,365.375,378.255,2015-08-01,2015-08-01,
2015-08-02,365.435,379.787,2015-08-02,2015-08-02,
2015-08-03,365.502,378.254,2015-08-03,2015-08-03,
2015-08-04,365.577,379.690,2015-08-04,2015-08-04,
2015-08-05,365.658,377.975,2015-08-05,2015-08-05,
2015-08-06,365.747,379.506,2015-08-06,2015-08-06,
2015-08-07,365.841,377.486,2015-08-07,2015-08-07,
2015-08-08,365.942,379.476,2015-08-08,2015-08-08,
2015-08-09,366.049,376.971,2015-08-09,2015-08-09,
2015-08-10,366.161,379.431,2015-08-10,2015-08-10,
2015-08-11,366.279,377.495,2015-08-11,2015-08-11,
2015-08-12,366.402,379.720,2015-08-12,2015-08-12,
2015-08-13,366.530,377.742,2015-08-13,2015-08-13,
2015-08-14,366.662,379.851,2015-08-14,2015-08-14,
2015-08-15,366.799,378.174,2015-08-15,2015-08-15,
2015-08-16,366.940,379.782,2015-08-16,2015-08-16,
2015-08-17,367.085,378.396,2015-08-17,2015-08-17,
2015-08-18,367.233,379.630,2015-08-18,2015-08-18,
2015-08-19,367.385,379.350,2015-08-19,2015-08-19,
2015-08-20,367.540,379.480,2015-08-20,2015-08-20,
2015-08-21,367.697,379.395,2015-08-21,2015-08-21,
2015-08-22,367.858,379.391,2015-08-22,2015-08-22,
2015-08-23,368.021,379.335,2015-08-23,2015-08-23,
2015-08-24,368.186,379.416,2015-08-24,2015-08-24,
2015-08-25,368.353,379.639,2015-08-25,2015-08-25,
2015-08-26,368.522,379.344,2015-08-26,2015-08-26,
2015-08-27,368.692,379.801,2015-08-27,2015-08-27,
2015-08-28,368.864,379.637,2015-08-28,2015-08-28,
2015-08-29,369.037,379.694,2015-08-29,2015-08-29,
2015-08-30,369.212,379.542,2015-08-30,2015-08-30,
2015-08-31,369.387,379.391,2015-08-31,2015-08-31,
2015-09-01,369.562,379.784,2015-09-01,2015-09-01,
2015-09-02,369.738,378.565,2015-09-02,2015-09-02,
2015-09-03,369.915,379.853,2015-09-03,2015-09-03,
2015-09-04,370.091,378.864,2015-09-04,2015-09-04,
2015-09-05,370.267,379.729,2015-09-05,2015-09-05,
2015-09-06,370.443,378.983,2015-09-06,2015-09-06,
2015-09-07,370.619,380.076,2015-09-07,2015-09-07,
2015-09-08,370.794,379.218,2015-09-08,2015-09-08,
2015-09-09,370.969,379.985,2015-09-09,2015-09-09,
2015-09-10,371.143,379.132,2015-09-10,2015-09-10,
2015-09-11,371.317,380.156,2015-09-11,2015-09-11,
2015-09-12,371.490,379.510,2015-09-12,2015-09-12,
2015-09-13,371.662,379.943,2015-09-13,2015-09-13,
2015-09-14,371.833,379.135,2015-09-14,2015-09-14,
2015-09-15,372.004,380.189,2015-09-15,2015-09-15,
2015-09-16,372.175,378.509,2015-09-16,2015-09-16,
2015-09-17,372.344,380.142,2015-09-17,2015-09-17,
2015-09-18,372.513,379.500,2015-09-18,2015-09-18,
2015-09-19,372.682,380.774,2015-09-19,2015-09-19,
2015-09-20,372.849,380.182,2015-09-20,2015-09-20,
2015-09-21,373.016,380.701,2015-09-21,2015-09-21,
2015-09-22,373.183,380.745,2015-09-22,2015-09-22,
2015-09-23,373.348,379.667,2015-09-23,2015-09-23,
2015-09-24,373.513,379.736,2015-09-24,2015-09-24,
2015-09-25,373.678,378.948,2015-09-25,2015-09-25,
2015-09-26,373.842,379.361,2015-09-26,2015-09-26,
2015-09-27,374.005,378.803,2015-09-27,2015-09-27,
2015-09-28,374.167,379.555,2015-09-28,2015-09-28,
2015-09-29,374.329,378.979,2015-09-29,2015-09-29,
2015-09-30,374.491,379.386,2015-09-30,2015-09-30,
2015-10-01,374.651,379.227,2015-10-01,2015-10-01,
2015-10-02,374.811,380.172,2015-10-02,2015-10-02,
2015-10-03,374.970,380.392,2015-10-03,2015-10-03,
2015-10-04,375.128,379.858,2015-10-04,2015-10-04,
2015-10-05,375.286,380.376,2015-10-05,2015-10-05,
2015-10-06,375.443,380.676,2015-10-06,2015-10-06,
2015-10-07,375.599,381.052,2015-10-07,2015-10-07,
2015-10-08,375.755,381.092,2015-10-08,2015-10-08,
2015-10-09,375.909,380.626,2015-10-09,2015-10-09,
2015-10-10,376.063,381.591,2015-10-10,2015-10-10,
2015-10-11,376.216,381.242,2015-10-11,2015-10-11,
2015-10-12,376.368,382.770,2015-10-12,2015-10-12,
2015-10-13,376.519,384.190,2015-10-13,2015-10-13,
2015-10-14,376.670,383.876,2015-10-14,2015-10-14,
2015-10-15,376.819,384.208,2015-10-15,2015-10-15,
2015-10-16,376.967,384.303,2015-10-16,2015-10-16,
2015-10-17,377.115,384.587,2015-10-17,2015-10-17,
2015-10-18,377.261,384.783,2015-10-18,2015-10-18,
2015-10-19,377.406,384.194,2015-10-19,2015-10-19,
2015-10-20,377.551,384.597,2015-10-20,2015-10-20,
2015-10-21,377.694,384.035,2015-10-21,2015-10-21,
2015-10-22,377.836,384.156,2015-10-22,2015-10-22,
2015-10-23,377.976,383.637,2015-10-23,2015-10-23,
2015-10-24,378.116,383.740,2015-10-24,2015-10-24,
2015-10-25,378.254,384.165,2015-10-25,2015-10-25,
2015-10-26,378.391,383.691,2015-10-26,2015-10-26,
2015-10-27,378.527,383.890,2015-10-27,2015-10-27,
2015-10-28,378.661,383.611,2015-10-28,2015-10-28,
2015-10-29,378.794,383.883,2015-10-29,2015-10-29,
2015-10-30,378.926,383.701,2015-10-30,2015-10-30,
2015-10-31,379.056,383.395,2015-10-31,2015-10-31,
2015-11-01,379.184,383.651,2015-11-01,2015-11-01,
2015-11-02,379.311,383.388,2015-11-02,2015-11-02,
2015-11-03,379.437,383.346,2015-11-03,2015-11-03,
2015-11-04,379.561,383.242,2015-11-04,2015-11-04,
2015-11-05,379.683,383.105,2015-11-05,2015-11-05,
2015-11-06,379.803,383.143,2015-11-06,2015-11-06,
2015-11-07,379.922,382.806,2015-11-07,2015-11-07,
2015-11-08,380.039,383.529,2015-11-08,2015-11-08,
2015-11-09,380.155,388.839,2015-11-09,2015-11-09,
2015-11-10,380.269,383.548,2015-11-10,2015-11-10,
2015-11-11,380.381,388.977,2015-11-11,2015-11-11,
2015-11-12,380.491,383.551,2015-11-12,2015-11-12,
2015-11-13,380.599,389.155,2015-11-13,2015-11-13,
2015-11-14,380.705,383.416,2015-11-14,2015-11-14,
2015-11-15,380.810,389.048,2015-11-15,2015-11-15,
2015-11-16,380.913,385.183,2015-11-16,2015-11-16,
2015-11-17,381.014,389.078,2015-11-17,2015-11-17,
2015-11-18,381.113,384.292,2015-11-18,2015-11-18,
2015-11-19,381.210,389.051,2015-11-19,2015-11-19,
2015-11-20,381.305,385.657,2015-11-20,2015-11-20,
2015-11-21,381.398,389.346,2015-11-21,2015-11-21,
2015-11-22,381.490,384.857,2015-11-22,2015-11-22,
2015-11-23,381.580,389.345,2015-11-23,2015-11-23,
2015-11-24,381.668,386.071,2015-11-24,2015-11-24,
2015-11-25,381.754,387.177,2015-11-25,2015-11-25,
2015-11-26,381.838,386.530,2015-11-26,2015-11-26,
2015-11-27,381.921,389.081,2015-11-27,2015-11-27,
2015-11-28,382.002,386.216,2015-11-28,2015-11-28,
2015-11-29,382.081,388.975,2015-11-29,2015-11-29,
2015-11-30,382.159,385.990,2015-11-30,2015-11-30,
2015-12-01,382.235,388.710,2015-12-01,2015-12-01,
2015-12-02,382.310,389.056,2015-12-02,2015-12-02,
2015-12-03,382.383,389.114,2015-12-03,2015-12-03,
2015-12-04,382.456,388.637,2015-12-04,2015-12-04,
2015-12-05,382.527,389.449,2015-12-05,2015-12-05,
2015-12-06,382.597,389.240,2015-12-06,2015-12-06,
2015-12-07,382.666,389.040,2015-12-07,2015-12-07,
2015-12-08,382.734,389.063,2015-12-08,2015-12-08,
2015-12-09,382.801,386.963,2015-12-09,2015-12-09,
2015-12-10,382.868,386.516,2015-12-10,2015-12-10,
2015-12-11,382.934,387.428,2015-12-11,2015-12-11,
2015-12-12,383.000,386.542,2015-12-12,2015-12-12,
2015-12-13,383.066,386.682,2015-12-13,2015-12-13,
2015-12-14,383.132,385.850,2015-12-14,2015-12-14,
2015-12-15,383.198,385.562,2015-12-15,2015-12-15,
2015-12-16,383.264,385.822,2015-12-16,2015-12-16,
2015-12-17,383.331,386.523,2015-12-17,2015-12-17,
2015-12-18,383.399,386.624,2015-12-18,2015-12-18,
2015-12-19,383.467,387.078,2015-12-19,2015-12-19,
2015-12-20,383.536,387.375,2015-12-20,2015-12-20,
2015-12-21,383.606,387.691,2015-12-21,2015-12-21,
2015-12-22,383.678,386.460,2015-12-22,2015-12-22,
2015-12-23,383.751,388.799,2015-12-23,2015-12-23,
2015-12-24,383.825,385.930,2015-12-24,2015-12-24,
2015-12-25,383.902,388.643,2015-12-25,2015-12-25,
2015-12-26,383.980,388.212,2015-12-26,2015-12-26,
2015-12-27,384.061,388.788,2015-12-27,2015-12-27,
2015-12-28,384.144,387.128,2015-12-28,2015-12-28,
2015-12-29,384.229,388.465,2015-12-29,2015-12-29,
2015-12-30,384.317,388.201,2015-12-30,2015-12-30,
2015-12-31,384.407,388.327,2015-12-31,2015-12-31,
2016-01-01,384.501,388.667,2016-01-01,2016-01-01,
2016-01-02,384.597,388.826,2016-01-02,2016-01-02,
2016-01-03,384.697,389.250,2016-01-03,2016-01-03,
2016-01-04,384.799,389.219,2016-01-04,2016-01-04,
2016-01-05,384.905,388.696,2016-01-05,2016-01-05,
2016-01-06,385.015,387.450,2016-01-06,2016-01-06,
2016-01-07,385.128,388.287,2016-01-07,2016-01-07,
2016-01-08,385.244,387.609,2016-01-08,2016-01-08,
2016-01-09,385.365,387.642,2016-01-09,2016-01-09,
2016-01-10,385.489,386.006,2016-01-10,2016-01-10,
2016-01-11,385.617,386.983,2016-01-11,2016-01-11,
2016-01-12,385.748,386.847,2016-01-12,2016-01-12,
2016-01-13,385.884,387.307,2016-01-13,2016-01-13,
2016-01-14,386.023,386.836,2016-01-14,2016-01-14,
2016-01-15,386.166,387.568,2016-01-15,2016-01-15,
2016-01-16,386.313,387.104,2016-01-16,2016-01-16,
2016-01-17,386.464,389.065,2016-01-17,2016-01-17,
2016-01-18,386.619,389.488,2016-01-18,2016-01-18,
2016-01-19,386.777,390.567,2016-01-19,2016-01-19,
2016-01-20,386.940,389.660,2016-01-20,2016-01-20,
2016-01-21,387.105,390.420,2016-01-21,2016-01-21,
2016-01-22,387.274,389.735,2016-01-22,2016-01-22,
2016-01-23,387.447,390.392,2016-01-23,2016-01-23,
2016-01-24,387.623,389.906,2016-01-24,2016-01-24,
2016-01-25,387.802,390.619,2016-01-25,2016-01-25,
2016-01-26,387.984,390.120,2016-01-26,2016-01-26,
2016-01-27,388.169,390.401,2016-01-27,2016-01-27,
2016-01-28,388.356,389.891,2016-01-28,2016-01-28,
2016-01-29,388.546,389.742,2016-01-29,2016-01-29,
2016-01-30,388.738,389.590,2016-01-30,2016-01-30,
2016-01-31,388.933,389.736,2016-01-31,2016-01-31,
2016-02-01,389.129,389.380,2016-02-01,2016-02-01,
2016-02-02,389.326,389.848,2016-02-02,2016-02-02,
2016-02-03,389.526,389.465,2016-02-03,2016-02-03,
2016-02-04,389.726,389.635,2016-02-04,2016-02-04,
2016-02-05,389.927,389.392,2016-02-05,2016-02-05,
2016-02-06,390.128,389.186,2016-02-06,2016-02-06,
2016-02-07,390.330,388.946,2016-02-07,2016-02-07,
2016-02-08,390.532,388.945,2016-02-08,2016-02-08,
2016-02-09,390.734,388.724,2016-02-09,2016-02-09,
2016-02-10,390.935,388.507,2016-02-10,2016-02-10,
2016-02-11,391.135,388.386,2016-02-11,2016-02-11,
2016-02-12,391.333,388.443,2016-02-12,2016-02-12,
2016-02-13,391.531,388.251,2016-02-13,2016-02-13,
2016-02-14,391.726,388.293,2016-02-14,2016-02-14,
2016-02-15,391.919,388.198,2016-02-15,2016-02-15,
2016-02-16,392.109,388.587,2016-02-16,2016-02-16,
2016-02-17,392.297,388.872,2016-02-17,2016-02-17,
2016-02-18,392.481,389.473,2016-02-18,2016-02-18,
2016-02-19,392.662,388.806,2016-02-19,2016-02-19,
2016-02-20,392.838,390.802,2016-02-20,2016-02-20,
